sequence_id,split,step,row_type,component,reading,alert_label
TR-0178,training,10,reading,L,-1.3091,1
TR-0178,training,11,reading,F,0.9556,1
TR-0178,training,12,query,I,,1
TR-0179,training,0,reading,H,-0.3908,0
TR-0179,training,1,reading,B,-0.83,0
TR-0179,training,2,reading,I,-1.7233,0
TR-0179,training,3,reading,J,-1.1395,0
TR-0179,training,4,reading,F,-0.3394,0
TR-0179,training,5,reading,K,0.5103,0
TR-0179,training,6,reading,A,0.8176,0
TR-0179,training,7,reading,C,-0.25,0
TR-0179,training,8,reading,L,2.3123,0
TR-0179,training,9,reading,E,-0.5597,0
TR-0179,training,10,reading,D,-0.5468,0
TR-0179,training,11,reading,G,-2.0213,0
TR-0179,training,12,query,D,,0
TR-0180,training,0,reading,D,-0.3468,0
TR-0180,training,1,reading,K,-0.6976,0
TR-0180,training,2,reading,A,0.25,0
TR-0180,training,3,reading,C,0.274,0
TR-0180,training,4,reading,J,0.2636,0
TR-0180,training,5,reading,L,-0.25,0
TR-0180,training,6,reading,B,-0.4271,0
TR-0180,training,7,reading,F,-0.3894,0
TR-0180,training,8,reading,H,-0.2803,0
TR-0180,training,9,reading,I,-0.6993,0
TR-0180,training,10,reading,G,1.6998,0
TR-0180,training,11,reading,E,0.606,0
TR-0180,training,12,query,L,,0
TR-0181,training,0,reading,G,0.3205,1
TR-0181,training,1,reading,J,-1.9567,1
TR-0181,training,2,reading,A,-0.7865,1
TR-0181,training,3,reading,D,0.25,1
TR-0181,training,4,reading,L,-0.25,1
TR-0181,training,5,reading,B,1.284,1
TR-0181,training,6,reading,I,-0.2956,1
TR-0181,training,7,reading,E,1.2096,1
TR-0181,training,8,reading,K,1.1396,1
TR-0181,training,9,reading,H,-1.0137,1
TR-0181,training,10,reading,C,-0.4273,1
TR-0181,training,11,reading,F,-0.291,1
TR-0181,training,12,query,B,,1
TR-0182,training,0,reading,D,-0.525,1
TR-0182,training,1,reading,A,-0.5107,1
TR-0182,training,2,reading,G,-0.25,1
TR-0182,training,3,reading,L,-0.513,1
TR-0182,training,4,reading,K,0.7948,1
TR-0182,training,5,reading,C,0.5133,1
TR-0182,training,6,reading,H,0.25,1
TR-0182,training,7,reading,I,0.476,1
TR-0182,training,8,reading,B,1.8481,1
TR-0182,training,9,reading,J,1.6223,1
TR-0182,training,10,reading,E,1.0185,1
TR-0182,training,11,reading,F,-0.25,1
TR-0182,training,12,query,J,,1
TR-0183,training,0,reading,A,1.5326,1
TR-0183,training,1,reading,K,-1.3427,1
TR-0183,training,2,reading,I,2.5533,1
TR-0183,training,3,reading,E,-1.3933,1
TR-0183,training,4,reading,F,-0.4592,1
TR-0183,training,5,reading,J,1.46,1
TR-0183,training,6,reading,D,-0.25,1
TR-0183,training,7,reading,L,-0.8688,1
TR-0183,training,8,reading,G,-0.3982,1
TR-0183,training,9,reading,B,-1.1604,1
TR-0183,training,10,reading,C,-1.3865,1
TR-0183,training,11,reading,H,0.5482,1
TR-0183,training,12,query,H,,1
TR-0184,training,0,reading,J,-1.4412,0
TR-0184,training,1,reading,I,-0.25,0
TR-0184,training,2,reading,K,-0.7581,0
TR-0184,training,3,reading,H,0.392,0
TR-0184,training,4,reading,G,-0.3591,0
TR-0184,training,5,reading,C,1.5916,0
TR-0184,training,6,reading,E,-0.5673,0
TR-0184,training,7,reading,A,0.4175,0
TR-0184,training,8,reading,D,-0.8561,0
TR-0184,training,9,reading,L,-0.25,0
TR-0184,training,10,reading,B,1.2076,0
TR-0184,training,11,reading,F,-0.4784,0
TR-0184,training,12,query,D,,0
TR-0185,training,0,reading,A,-0.25,1
TR-0185,training,1,reading,H,-0.3646,1
TR-0185,training,2,reading,I,1.1276,1
TR-0185,training,3,reading,J,-0.6323,1
TR-0185,training,4,reading,B,-0.7159,1
TR-0185,training,5,reading,E,0.7248,1
TR-0185,training,6,reading,D,0.5848,1
TR-0185,training,7,reading,G,0.25,1
TR-0185,training,8,reading,K,-0.5716,1
TR-0185,training,9,reading,L,-0.25,1
TR-0185,training,10,reading,C,0.6129,1
TR-0185,training,11,reading,F,-2.6095,1
TR-0185,training,12,query,I,,1
TR-0186,training,0,reading,D,-0.25,1
TR-0186,training,1,reading,E,-0.651,1
TR-0186,training,2,reading,B,0.25,1
TR-0186,training,3,reading,K,-1.6848,1
TR-0186,training,4,reading,J,1.5472,1
TR-0186,training,5,reading,A,1.3788,1
TR-0186,training,6,reading,G,1.1594,1
TR-0186,training,7,reading,I,-0.2587,1
TR-0186,training,8,reading,F,0.3257,1
TR-0186,training,9,reading,L,0.5188,1
TR-0186,training,10,reading,H,-0.7482,1
TR-0186,training,11,reading,C,-1.4826,1
TR-0186,training,12,query,G,,1
TR-0187,training,0,reading,F,0.4777,1
TR-0187,training,1,reading,I,0.25,1
TR-0187,training,2,reading,H,0.4067,1
TR-0187,training,3,reading,K,-0.8959,1
TR-0187,training,4,reading,A,0.3105,1
TR-0187,training,5,reading,L,-0.3695,1
TR-0187,training,6,reading,G,1.2007,1
TR-0187,training,7,reading,C,1.9273,1
TR-0187,training,8,reading,E,0.795,1
TR-0187,training,9,reading,J,-1.3187,1
TR-0187,training,10,reading,B,-0.7061,1
TR-0187,training,11,reading,D,-0.7701,1
TR-0187,training,12,query,E,,1
TR-0188,training,0,reading,C,0.4633,1
TR-0188,training,1,reading,I,-0.25,1
TR-0188,training,2,reading,L,0.8729,1
TR-0188,training,3,reading,F,0.9556,1
TR-0188,training,4,reading,B,-0.7877,1
TR-0188,training,5,reading,E,-1.0764,1
TR-0188,training,6,reading,J,-1.9992,1
TR-0188,training,7,reading,K,1.3415,1
TR-0188,training,8,reading,G,0.9094,1
TR-0188,training,9,reading,H,-0.6185,1
TR-0188,training,10,reading,A,0.5034,1
TR-0188,training,11,reading,D,0.7216,1
TR-0188,training,12,query,F,,1
TR-0189,training,0,reading,D,1.7462,1
TR-0189,training,1,reading,G,-1.0052,1
TR-0189,training,2,reading,F,0.2879,1
TR-0189,training,3,reading,I,0.2836,1
TR-0189,training,4,reading,A,0.9515,1
TR-0189,training,5,reading,E,0.3648,1
TR-0189,training,6,reading,B,2.056,1
TR-0189,training,7,reading,J,0.25,1
TR-0189,training,8,reading,L,-1.1793,1
TR-0189,training,9,reading,K,1.6233,1
TR-0189,training,10,reading,C,-1.1318,1
TR-0189,training,11,reading,H,0.874,1
TR-0189,training,12,query,A,,1
TR-0190,training,0,reading,D,0.6413,1
TR-0190,training,1,reading,G,0.7976,1
TR-0190,training,2,reading,I,0.25,1
TR-0190,training,3,reading,J,-1.1508,1
TR-0190,training,4,reading,C,-0.3948,1
TR-0190,training,5,reading,B,-0.9659,1
TR-0190,training,6,reading,F,-0.7459,1
TR-0190,training,7,reading,H,-1.3163,1
TR-0190,training,8,reading,K,1.0277,1
TR-0190,training,9,reading,L,-1.0637,1
TR-0190,training,10,reading,E,-0.25,1
TR-0190,training,11,reading,A,1.0615,1
TR-0190,training,12,query,D,,1
TR-0191,training,0,reading,J,-0.5458,1
TR-0191,training,1,reading,I,0.25,1
TR-0191,training,2,reading,C,1.9231,1
TR-0191,training,3,reading,L,0.8099,1
TR-0191,training,4,reading,A,0.6659,1
TR-0191,training,5,reading,B,-1.6256,1
TR-0191,training,6,reading,G,0.607,1
TR-0191,training,7,reading,F,0.4242,1
TR-0191,training,8,reading,H,-0.4146,1
TR-0191,training,9,reading,E,2.1791,1
TR-0191,training,10,reading,K,0.6614,1
TR-0191,training,11,reading,D,-0.3145,1
TR-0191,training,12,query,I,,1
TR-0192,training,0,reading,C,0.72,1
TR-0192,training,1,reading,E,-0.25,1
TR-0192,training,2,reading,L,0.5755,1
TR-0192,training,3,reading,H,0.8034,1
TR-0192,training,4,reading,K,-0.25,1
TR-0192,training,5,reading,A,0.25,1
TR-0192,training,6,reading,G,-0.9987,1
TR-0192,training,7,reading,D,0.5329,1
TR-0192,training,8,reading,J,1.1757,1
TR-0192,training,9,reading,B,0.25,1
TR-0192,training,10,reading,F,-0.4774,1
TR-0192,training,11,reading,I,-1.4042,1
TR-0192,training,12,query,H,,1
TR-0193,training,0,reading,A,0.25,1
TR-0193,training,1,reading,B,0.25,1
TR-0193,training,2,reading,L,-1.4341,1
TR-0193,training,3,reading,C,0.25,1
TR-0193,training,4,reading,K,-0.3837,1
TR-0193,training,5,reading,H,-1.6612,1
TR-0193,training,6,reading,J,0.25,1
TR-0193,training,7,reading,E,0.5889,1
TR-0193,training,8,reading,I,-0.3719,1
TR-0193,training,9,reading,G,-2.403,1
TR-0193,training,10,reading,D,-1.1668,1
TR-0193,training,11,reading,F,-0.25,1
TR-0193,training,12,query,C,,1
TR-0194,training,0,reading,K,-0.6727,1
TR-0194,training,1,reading,D,1.4832,1
TR-0194,training,2,reading,E,1.0121,1
TR-0194,training,3,reading,A,2.2586,1
TR-0194,training,4,reading,B,-1.9603,1
TR-0194,training,5,reading,F,-1.4492,1
TR-0194,training,6,reading,G,0.25,1
TR-0194,training,7,reading,H,-0.25,1
TR-0194,training,8,reading,L,-0.3029,1
TR-0194,training,9,reading,J,0.5496,1
TR-0194,training,10,reading,I,-0.4598,1
TR-0194,training,11,reading,C,0.3653,1
TR-0194,training,12,query,J,,1
TR-0195,training,0,reading,F,0.4357,0
TR-0195,training,1,reading,H,0.6097,0
TR-0195,training,2,reading,G,-0.7193,0
TR-0195,training,3,reading,D,-0.6468,0
TR-0195,training,4,reading,I,-0.3128,0
TR-0195,training,5,reading,E,-0.7311,0
TR-0195,training,6,reading,C,-0.4785,0
TR-0195,training,7,reading,K,0.25,0
TR-0195,training,8,reading,L,-1.4164,0
TR-0195,training,9,reading,A,0.2551,0
TR-0195,training,10,reading,B,-1.8578,0
TR-0195,training,11,reading,J,0.25,0
TR-0195,training,12,query,D,,0
TR-0196,training,0,reading,G,-0.6509,1
TR-0196,training,1,reading,K,0.2886,1
TR-0196,training,2,reading,H,2.2924,1
TR-0196,training,3,reading,E,0.3488,1
TR-0196,training,4,reading,J,0.7203,1
TR-0196,training,5,reading,C,0.3696,1
TR-0196,training,6,reading,F,-1.7882,1
TR-0196,training,7,reading,I,0.787,1
TR-0196,training,8,reading,A,-1.2476,1
TR-0196,training,9,reading,B,-0.25,1
TR-0196,training,10,reading,L,-0.6631,1
TR-0196,training,11,reading,D,0.25,1
TR-0196,training,12,query,K,,1
TR-0197,training,0,reading,J,-1.5025,1
TR-0197,training,1,reading,F,0.6585,1
TR-0197,training,2,reading,B,-1.3342,1
TR-0197,training,3,reading,H,-0.8623,1
TR-0197,training,4,reading,L,0.4618,1
TR-0197,training,5,reading,I,1.3853,1
TR-0197,training,6,reading,D,-0.8124,1
TR-0197,training,7,reading,C,-0.25,1
TR-0197,training,8,reading,A,-0.4489,1
TR-0197,training,9,reading,E,-0.4936,1
TR-0197,training,10,reading,G,-0.4331,1
TR-0197,training,11,reading,K,0.3543,1
TR-0197,training,12,query,L,,1
TR-0198,training,0,reading,J,2.1278,1
TR-0198,training,1,reading,F,0.7732,1
TR-0198,training,2,reading,H,-1.2228,1
TR-0198,training,3,reading,E,1.5834,1
TR-0198,training,4,reading,A,-0.4967,1
TR-0198,training,5,reading,G,-0.25,1
TR-0198,training,6,reading,K,0.25,1
TR-0198,training,7,reading,B,0.3663,1
TR-0198,training,8,reading,L,0.5012,1
TR-0198,training,9,reading,I,0.7869,1
TR-0198,training,10,reading,C,0.7054,1
TR-0198,training,11,reading,D,-0.25,1
TR-0198,training,12,query,F,,1
TR-0199,training,0,reading,F,0.508,0
TR-0199,training,1,reading,K,0.25,0
TR-0199,training,2,reading,B,-1.6899,0
TR-0199,training,3,reading,L,2.2981,0
TR-0199,training,4,reading,G,-0.3777,0
TR-0199,training,5,reading,H,-0.6196,0
TR-0199,training,6,reading,J,-1.4564,0
TR-0199,training,7,reading,I,-0.25,0
TR-0199,training,8,reading,A,1.3017,0
TR-0199,training,9,reading,C,1.1414,0
TR-0199,training,10,reading,D,0.7835,0
TR-0199,training,11,reading,E,0.25,0
TR-0199,training,12,query,G,,0
TR-0200,training,0,reading,F,-0.5666,0
TR-0200,training,1,reading,B,0.25,0
TR-0200,training,2,reading,H,-0.9747,0
TR-0200,training,3,reading,E,-0.25,0
TR-0200,training,4,reading,K,-0.25,0
TR-0200,training,5,reading,G,0.25,0
TR-0200,training,6,reading,A,0.25,0
TR-0200,training,7,reading,C,-1.2232,0
TR-0200,training,8,reading,I,1.943,0
TR-0200,training,9,reading,J,-0.25,0
TR-0200,training,10,reading,L,-0.25,0
TR-0200,training,11,reading,D,-0.6375,0
TR-0200,training,12,query,K,,0
TR-0201,training,0,reading,K,-0.361,1
TR-0201,training,1,reading,B,-0.6381,1
TR-0201,training,2,reading,E,-1.1635,1
TR-0201,training,3,reading,J,-0.3858,1
TR-0201,training,4,reading,A,1.5799,1
TR-0201,training,5,reading,H,0.6742,1
TR-0201,training,6,reading,F,-0.25,1
TR-0201,training,7,reading,D,0.6552,1
TR-0201,training,8,reading,I,-0.25,1
TR-0201,training,9,reading,C,1.0336,1
TR-0201,training,10,reading,G,-0.6442,1
TR-0201,training,11,reading,L,0.3439,1
TR-0201,training,12,query,A,,1
TR-0202,training,0,reading,J,-0.25,0
TR-0202,training,1,reading,I,0.9367,0
TR-0202,training,2,reading,D,-0.4622,0
TR-0202,training,3,reading,F,0.3286,0
TR-0202,training,4,reading,L,-1.452,0
TR-0202,training,5,reading,A,0.5531,0
TR-0202,training,6,reading,G,0.271,0
TR-0202,training,7,reading,E,-0.695,0
TR-0202,training,8,reading,C,0.9765,0
TR-0202,training,9,reading,H,-0.25,0
TR-0202,training,10,reading,K,-0.5153,0
TR-0202,training,11,reading,B,-0.5812,0
TR-0202,training,12,query,D,,0
TR-0203,training,0,reading,A,-0.25,0
TR-0203,training,1,reading,G,1.0245,0
TR-0203,training,2,reading,H,-1.2011,0
TR-0203,training,3,reading,J,-0.5981,0
TR-0203,training,4,reading,F,0.25,0
TR-0203,training,5,reading,B,-0.7434,0
TR-0203,training,6,reading,I,-0.7767,0
TR-0203,training,7,reading,E,-0.7509,0
TR-0203,training,8,reading,L,0.25,0
TR-0203,training,9,reading,C,0.712,0
TR-0203,training,10,reading,D,0.746,0
TR-0203,training,11,reading,K,1.4514,0
TR-0203,training,12,query,E,,0
TR-0204,training,0,reading,D,0.2823,1
TR-0204,training,1,reading,K,-0.25,1
TR-0204,training,2,reading,H,0.25,1
TR-0204,training,3,reading,F,-0.25,1
TR-0204,training,4,reading,A,0.3523,1
TR-0204,training,5,reading,J,-1.4499,1
TR-0204,training,6,reading,G,0.682,1
TR-0204,training,7,reading,I,0.5697,1
TR-0204,training,8,reading,L,1.0373,1
TR-0204,training,9,reading,C,-1.7072,1
TR-0204,training,10,reading,B,-1.7189,1
TR-0204,training,11,reading,E,-0.25,1
TR-0204,training,12,query,H,,1
TR-0205,training,0,reading,D,1.7173,0
TR-0205,training,1,reading,I,-0.622,0
TR-0205,training,2,reading,A,0.25,0
TR-0205,training,3,reading,L,-0.2647,0
TR-0205,training,4,reading,F,-0.5988,0
TR-0205,training,5,reading,K,1.5039,0
TR-0205,training,6,reading,H,-1.139,0
TR-0205,training,7,reading,J,-0.25,0
TR-0205,training,8,reading,B,-0.4623,0
TR-0205,training,9,reading,C,0.25,0
TR-0205,training,10,reading,G,0.462,0
TR-0205,training,11,reading,E,-0.25,0
TR-0205,training,12,query,E,,0
TR-0206,training,0,reading,F,-0.5486,1
TR-0206,training,1,reading,H,-0.6167,1
TR-0206,training,2,reading,K,0.8362,1
TR-0206,training,3,reading,L,-0.9107,1
TR-0206,training,4,reading,A,-0.3451,1
TR-0206,training,5,reading,D,-0.8793,1
TR-0206,training,6,reading,E,-1.6051,1
TR-0206,training,7,reading,I,1.7969,1
TR-0206,training,8,reading,C,-0.2765,1
TR-0206,training,9,reading,B,1.9085,1
TR-0206,training,10,reading,G,0.3256,1
TR-0206,training,11,reading,J,0.25,1
TR-0206,training,12,query,K,,1
TR-0207,training,0,reading,D,-0.7634,0
TR-0207,training,1,reading,G,1.0465,0
TR-0207,training,2,reading,B,-0.25,0
TR-0207,training,3,reading,A,-1.0273,0
TR-0207,training,4,reading,H,0.3003,0
TR-0207,training,5,reading,E,0.25,0
TR-0207,training,6,reading,J,-0.3289,0
TR-0207,training,7,reading,I,-0.8242,0
TR-0207,training,8,reading,L,-0.7209,0
TR-0207,training,9,reading,K,-0.9797,0
TR-0207,training,10,reading,F,-0.267,0
TR-0207,training,11,reading,C,1.2759,0
TR-0207,training,12,query,J,,0
TR-0208,training,0,reading,L,1.7012,1
TR-0208,training,1,reading,C,-0.5091,1
TR-0208,training,2,reading,H,0.25,1
TR-0208,training,3,reading,I,1.8217,1
TR-0208,training,4,reading,G,-0.3049,1
TR-0208,training,5,reading,F,-1.8092,1
TR-0208,training,6,reading,A,-0.4515,1
TR-0208,training,7,reading,B,0.3343,1
TR-0208,training,8,reading,E,-0.267,1
TR-0208,training,9,reading,J,1.9185,1
TR-0208,training,10,reading,K,-1.5876,1
TR-0208,training,11,reading,D,-1.1062,1
TR-0208,training,12,query,L,,1
TR-0209,training,0,reading,I,1.5784,1
TR-0209,training,1,reading,E,-1.0819,1
TR-0209,training,2,reading,J,0.3261,1
TR-0209,training,3,reading,G,-1.1034,1
TR-0209,training,4,reading,H,1.3568,1
TR-0209,training,5,reading,F,1.3978,1
TR-0209,training,6,reading,A,1.5682,1
TR-0209,training,7,reading,D,1.451,1
TR-0209,training,8,reading,B,0.3028,1
TR-0209,training,9,reading,C,-0.8662,1
TR-0209,training,10,reading,L,0.25,1
TR-0209,training,11,reading,K,-1.878,1
TR-0209,training,12,query,B,,1
TR-0210,training,0,reading,E,-0.25,1
TR-0210,training,1,reading,C,-0.4337,1
TR-0210,training,2,reading,F,0.8348,1
TR-0210,training,3,reading,H,0.3851,1
TR-0210,training,4,reading,L,-0.2651,1
TR-0210,training,5,reading,K,0.9723,1
TR-0210,training,6,reading,J,-0.25,1
TR-0210,training,7,reading,A,0.7666,1
TR-0210,training,8,reading,D,0.5619,1
TR-0210,training,9,reading,I,0.25,1
TR-0210,training,10,reading,B,-0.9525,1
TR-0210,training,11,reading,G,-0.6756,1
TR-0210,training,12,query,K,,1
TR-0211,training,0,reading,I,1.3198,0
TR-0211,training,1,reading,H,-1.2911,0
TR-0211,training,2,reading,B,1.3061,0
TR-0211,training,3,reading,J,0.3864,0
TR-0211,training,4,reading,C,0.927,0
TR-0211,training,5,reading,K,0.7669,0
TR-0211,training,6,reading,L,-0.7674,0
TR-0211,training,7,reading,A,-1.6947,0
TR-0211,training,8,reading,D,-1.062,0
TR-0211,training,9,reading,F,-0.25,0
TR-0211,training,10,reading,G,-0.4362,0
TR-0211,training,11,reading,E,0.8832,0
TR-0211,training,12,query,A,,0
TR-0212,training,0,reading,A,0.2712,1
TR-0212,training,1,reading,F,0.914,1
TR-0212,training,2,reading,E,-0.25,1
TR-0212,training,3,reading,J,-0.579,1
TR-0212,training,4,reading,G,1.5508,1
TR-0212,training,5,reading,I,-1.0182,1
TR-0212,training,6,reading,H,0.25,1
TR-0212,training,7,reading,K,-0.8267,1
TR-0212,training,8,reading,L,-0.7607,1
TR-0212,training,9,reading,C,-0.4655,1
TR-0212,training,10,reading,B,0.25,1
TR-0212,training,11,reading,D,-0.25,1
TR-0212,training,12,query,A,,1
TR-0213,training,0,reading,J,0.5738,1
TR-0213,training,1,reading,G,-1.9674,1
TR-0213,training,2,reading,B,0.7341,1
TR-0213,training,3,reading,E,-1.4844,1
TR-0213,training,4,reading,F,-0.7084,1
TR-0213,training,5,reading,K,-0.5814,1
TR-0213,training,6,reading,I,0.3409,1
TR-0213,training,7,reading,H,-0.25,1
TR-0213,training,8,reading,A,-1.0542,1
TR-0213,training,9,reading,C,0.5361,1
TR-0213,training,10,reading,D,-0.3496,1
TR-0213,training,11,reading,L,-1.1916,1
TR-0213,training,12,query,J,,1
TR-0214,training,0,reading,D,-1.6466,0
TR-0214,training,1,reading,B,-0.8723,0
TR-0214,training,2,reading,L,0.5631,0
TR-0214,training,3,reading,H,0.9164,0
TR-0214,training,4,reading,C,-0.6161,0
TR-0214,training,5,reading,E,-0.25,0
TR-0214,training,6,reading,F,-0.8635,0
TR-0214,training,7,reading,J,-0.5614,0
TR-0214,training,8,reading,A,0.2985,0
TR-0214,training,9,reading,K,-0.25,0
TR-0214,training,10,reading,I,-1.8662,0
TR-0214,training,11,reading,G,-0.8076,0
TR-0214,training,12,query,D,,0
TR-0215,training,0,reading,C,-1.9536,0
TR-0215,training,1,reading,H,-0.25,0
TR-0215,training,2,reading,L,1.7851,0
TR-0215,training,3,reading,D,0.347,0
TR-0215,training,4,reading,I,-0.25,0
TR-0215,training,5,reading,J,-0.2808,0
TR-0215,training,6,reading,K,-0.6137,0
TR-0215,training,7,reading,B,-1.3105,0
TR-0215,training,8,reading,A,-0.5688,0
TR-0215,training,9,reading,E,1.7592,0
TR-0215,training,10,reading,F,0.25,0
TR-0215,training,11,reading,G,0.4831,0
TR-0215,training,12,query,J,,0
TR-0216,training,0,reading,D,0.25,0
TR-0216,training,1,reading,B,-0.4416,0
TR-0216,training,2,reading,G,-1.4257,0
TR-0216,training,3,reading,C,1.9664,0
TR-0216,training,4,reading,A,1.9881,0
TR-0216,training,5,reading,L,0.9961,0
TR-0216,training,6,reading,H,-0.25,0
TR-0216,training,7,reading,I,1.0611,0
TR-0216,training,8,reading,E,-0.4359,0
TR-0216,training,9,reading,K,-1.2577,0
TR-0216,training,10,reading,F,1.4658,0
TR-0216,training,11,reading,J,1.1476,0
TR-0216,training,12,query,B,,0
TR-0217,training,0,reading,H,2.7755,1
TR-0217,training,1,reading,L,-0.4263,1
TR-0217,training,2,reading,B,0.3234,1
TR-0217,training,3,reading,K,-1.4494,1
TR-0217,training,4,reading,A,0.8192,1
TR-0217,training,5,reading,J,-0.25,1
TR-0217,training,6,reading,D,0.25,1
TR-0217,training,7,reading,C,-0.7105,1
TR-0217,training,8,reading,I,0.7801,1
TR-0217,training,9,reading,E,-0.8537,1
TR-0217,training,10,reading,G,0.5393,1
TR-0217,training,11,reading,F,-1.4995,1
TR-0217,training,12,query,B,,1
TR-0218,training,0,reading,B,-0.25,0
TR-0218,training,1,reading,E,0.3453,0
TR-0218,training,2,reading,F,0.25,0
TR-0218,training,3,reading,A,0.25,0
TR-0218,training,4,reading,C,-0.2702,0
TR-0218,training,5,reading,D,1.5701,0
TR-0218,training,6,reading,H,-0.25,0
TR-0218,training,7,reading,I,-0.3613,0
TR-0218,training,8,reading,K,0.4654,0
TR-0218,training,9,reading,G,-0.4867,0
TR-0218,training,10,reading,L,-0.25,0
TR-0218,training,11,reading,J,0.4466,0
TR-0218,training,12,query,I,,0
TR-0219,training,0,reading,D,-0.9438,1
TR-0219,training,1,reading,L,0.4829,1
TR-0219,training,2,reading,J,0.6762,1
TR-0219,training,3,reading,F,-0.4628,1
TR-0219,training,4,reading,C,0.25,1
TR-0219,training,5,reading,B,-0.25,1
TR-0219,training,6,reading,K,-1.1009,1
TR-0219,training,7,reading,A,-0.4114,1
TR-0219,training,8,reading,I,0.25,1
TR-0219,training,9,reading,E,1.0289,1
TR-0219,training,10,reading,H,1.121,1
TR-0219,training,11,reading,G,-1.6107,1
TR-0219,training,12,query,I,,1
TR-0220,training,0,reading,L,1.6032,1
TR-0220,training,1,reading,D,1.2102,1
TR-0220,training,2,reading,F,-1.4761,1
TR-0220,training,3,reading,J,-0.25,1
TR-0220,training,4,reading,E,-1.0801,1
TR-0220,training,5,reading,G,-0.7081,1
TR-0220,training,6,reading,H,-0.5966,1
TR-0220,training,7,reading,B,0.5232,1
TR-0220,training,8,reading,I,-0.2819,1
TR-0220,training,9,reading,C,0.8896,1
TR-0220,training,10,reading,K,-1.4451,1
TR-0220,training,11,reading,A,-0.3221,1
TR-0220,training,12,query,L,,1
TR-0221,training,0,reading,D,0.8403,0
TR-0221,training,1,reading,L,-2.6206,0
TR-0221,training,2,reading,K,-0.7711,0
TR-0221,training,3,reading,G,-0.9845,0
TR-0221,training,4,reading,F,-0.285,0
TR-0221,training,5,reading,A,-2.0924,0
TR-0221,training,6,reading,I,0.9379,0
