order_id,data_split,review_status,item_count,fragile_item_count,aisle_distance_m,pickers_available,conveyor_load_pct,pick_minutes
PICK-2255,test,audited,60,6,369.5,6,91.1,35.09
PICK-2256,test,audited,41,9,850.3,4,92.0,39.89
PICK-2257,test,audited,61,2,629.8,2,95.5,43.85
PICK-2258,test,audited,63,12,832.7,2,51.5,42.79
PICK-2259,test,audited,14,1,633.6,3,75.8,27.66
PICK-2260,test,audited,77,14,243.1,3,85.1,39.25
PICK-2261,test,audited,23,0,703.9,4,90.3,31.08
PICK-2262,test,audited,30,4,836.7,2,42.9,35.36
PICK-2263,test,audited,34,8,282.9,2,95.5,30.07
PICK-2264,test,audited,79,21,807.1,3,27.9,36.71
PICK-2265,test,audited,70,11,756.2,6,84.4,40.3
PICK-2266,test,audited,61,12,471.8,3,37.3,32.58
PICK-2267,test,audited,23,5,745.8,2,49.2,27.62
PICK-2268,test,audited,66,18,287.4,5,80.0,29.94
PICK-2269,test,audited,69,19,205.1,1,62.0,33.28
PICK-2270,test,audited,15,4,242.5,5,33.3,15.28
PICK-2271,test,audited,75,9,883.2,5,80.7,50.41
PICK-2272,test,audited,31,6,726.8,4,41.7,25.15
PICK-2273,test,audited,17,3,228.9,4,97.7,26.77
PICK-2274,test,audited,78,1,594.3,1,92.0,54.39
PICK-2275,test,audited,55,1,329.1,2,57.6,29.83
PICK-2276,test,audited,60,15,84.7,4,76.0,29.03
PICK-2277,test,audited,62,8,553.8,6,96.7,36.55
PICK-2278,test,audited,33,4,286.3,1,42.4,31.2
PICK-2279,test,audited,21,9,203.1,3,49.4,19.17
PICK-2280,test,audited,17,5,409.3,4,96.4,27.69
PICK-2281,test,audited,16,4,599.2,2,35.8,25.79
PICK-2282,test,audited,29,7,858.8,2,55.1,35.11
PICK-2283,test,audited,27,8,536.8,3,84.2,28.61
PICK-2284,test,audited,80,21,885.1,1,20.7,42.35
PICK-2285,test,audited,4,0,822.2,5,73.6,27.4
PICK-2286,test,audited,72,15,488.2,2,95.0,38.85
PICK-2287,test,audited,24,1,355.0,1,62.9,29.77
PICK-2288,test,audited,33,7,700.4,6,81.2,32.63
PICK-2289,test,audited,76,12,872.4,4,21.3,33.14
PICK-2290,test,audited,47,16,294.9,1,94.5,40.8
PICK-2291,test,audited,57,9,595.4,2,55.6,39.54
PICK-2292,test,audited,47,14,711.7,5,49.0,33.74
PICK-2293,test,audited,54,13,484.2,3,48.6,29.73
PICK-2294,test,audited,78,7,135.0,4,94.7,35.8
PICK-2295,test,audited,7,0,696.9,3,60.7,26.21
PICK-2296,test,audited,16,2,531.1,3,19.0,20.81
PICK-2297,test,audited,45,11,807.6,4,64.4,35.02
PICK-2298,test,audited,55,4,445.2,5,51.1,26.86
PICK-2299,test,audited,61,9,565.2,5,27.2,27.15
PICK-2300,test,audited,75,22,456.9,6,40.0,34.89
PICK-2301,test,audited,64,11,559.3,1,51.0,39.22
PICK-2302,test,audited,64,6,244.7,1,73.8,37.11
PICK-2303,test,audited,78,22,329.8,5,39.7,29.71
PICK-2304,test,audited,20,7,703.8,2,17.4,21.12
PICK-2305,test,audited,32,2,404.4,3,28.5,20.51
PICK-2306,test,audited,23,1,219.8,6,73.5,19.72
PICK-2307,test,audited,48,3,443.3,5,75.0,31.26
PICK-2308,test,audited,22,3,639.3,1,94.5,43.15
PICK-2309,test,audited,58,17,182.5,3,15.0,25.73
PICK-2310,test,audited,43,1,383.6,6,40.7,27.83
PICK-2311,test,audited,69,10,133.0,2,64.3,30.1
PICK-2312,test,audited,66,8,413.2,5,70.5,34.99
PICK-2313,test,audited,78,21,542.7,5,38.5,31.19
PICK-2314,test,audited,16,2,248.8,2,92.1,27.94
PICK-2315,test,audited,14,2,102.6,3,96.7,20.71
PICK-2316,test,audited,78,4,659.3,6,44.4,37.52
PICK-2317,test,audited,57,10,687.7,1,86.6,47.87
PICK-2318,test,audited,24,8,651.5,6,52.1,24.78
PICK-2319,test,audited,24,6,260.8,3,44.2,20.16
PICK-2320,test,audited,80,6,350.5,3,22.3,27.8
PICK-2321,test,audited,7,0,407.0,1,40.9,25.62
PICK-2322,test,audited,63,15,546.5,4,27.3,31.18
PICK-2323,test,audited,35,3,435.1,3,18.7,22.87
PICK-2324,test,audited,26,2,373.9,6,96.5,27.17
PICK-2325,test,audited,63,4,612.2,5,16.1,26.2
PICK-2326,test,audited,45,8,673.9,1,58.1,35.78
PICK-2327,test,audited,60,2,738.8,5,95.9,40.56
PICK-2328,test,audited,55,7,101.6,1,25.2,30.09
PICK-2329,test,audited,48,7,893.1,4,74.2,39.22
PICK-2330,test,audited,68,6,489.5,2,45.9,34.62
PICK-2331,test,audited,79,12,503.5,2,15.1,32.6
PICK-2332,test,audited,19,2,493.5,6,15.1,16.87
PICK-2333,test,audited,52,16,529.7,5,18.1,24.67
PICK-2334,test,audited,74,8,217.6,4,30.8,29.55
PICK-2335,test,audited,46,9,717.7,4,68.8,30.6
PICK-2336,test,audited,73,11,316.7,6,59.2,30.42
PICK-2337,test,audited,45,3,215.8,6,83.3,25.1
PICK-2338,test,audited,16,0,899.2,3,31.4,26.66
PICK-2339,test,audited,4,0,216.5,3,58.5,18.31
PICK-2340,test,audited,77,18,330.7,2,39.0,39.64
PICK-2341,test,audited,71,10,803.4,1,31.3,50.2
PICK-2342,test,audited,27,2,409.7,1,28.8,32.88
PICK-2343,test,audited,5,2,869.6,1,15.4,28.19
PICK-2344,test,audited,13,1,836.5,3,47.0,25.99
PICK-2345,test,audited,27,5,835.5,4,59.3,28.29
PICK-2346,test,audited,71,5,549.7,4,90.4,39.99
PICK-2347,test,audited,59,16,741.9,4,97.2,43.61
PICK-2348,test,audited,78,20,450.7,3,81.3,37.53
PICK-2349,test,audited,21,2,839.9,3,84.1,35.16
PICK-2350,test,audited,63,11,303.7,1,40.1,37.21
PICK-2351,test,audited,45,8,382.1,4,74.0,30.53
PICK-2352,test,audited,68,3,375.9,5,59.4,31.85
PICK-2353,test,audited,30,3,199.3,2,75.7,28.01
PICK-2354,test,audited,23,6,171.9,1,15.8,23.74
PICK-2355,test,audited,30,2,625.8,2,72.6,28.77
PICK-2356,test,audited,51,1,424.5,1,27.2,32.8
PICK-2357,test,audited,33,2,682.7,1,85.4,43.08
PICK-2358,test,audited,30,9,756.8,4,20.5,24.9
PICK-2359,test,audited,30,6,835.6,1,83.6,41.15
PICK-2360,test,audited,31,10,328.7,5,36.2,21.12
PICK-2361,test,audited,30,1,212.3,2,89.7,30.91
PICK-2362,test,audited,19,8,536.4,5,15.6,19.13
PICK-2363,test,audited,12,2,717.8,5,90.4,30.7
PICK-2364,test,audited,35,5,188.9,6,16.5,18.3
PICK-2365,test,audited,33,1,281.8,6,46.6,23.73
PICK-2366,test,audited,38,6,612.2,5,66.1,28.17
PICK-2367,test,audited,65,7,317.0,2,88.4,38.03
PICK-2368,test,audited,5,2,780.2,2,89.9,34.62
PICK-2369,test,audited,40,10,484.5,5,47.7,28.03
PICK-2370,test,audited,18,7,522.5,3,34.4,23.38
PICK-2371,test,audited,57,10,98.4,3,94.5,32.57
PICK-2372,test,audited,80,18,345.1,4,72.9,36.47
PICK-2373,test,audited,61,6,381.5,6,47.5,29.2
PICK-2374,test,audited,65,10,267.6,6,37.8,32.43
PICK-2375,test,audited,69,13,466.5,4,42.6,29.9
PICK-2376,test,audited,4,1,128.5,5,80.1,15.58
PICK-2377,test,audited,77,10,207.5,1,48.2,37.41
PICK-2378,test,audited,33,5,866.3,6,93.1,39.01
PICK-2379,test,audited,68,10,271.0,4,22.5,29.76
PICK-2380,test,audited,11,1,320.5,6,96.4,23.25
PICK-2381,test,audited,61,2,865.3,4,71.1,35.6
PICK-2382,test,audited,71,11,245.6,1,40.5,33.37
PICK-2383,test,audited,44,10,495.5,3,61.3,29.07
PICK-2384,test,audited,23,7,376.5,1,22.1,28.13
PICK-2385,test,audited,4,0,137.6,3,27.1,16.69
PICK-2386,test,audited,18,3,214.5,2,32.5,19.18
PICK-2387,test,audited,62,12,870.7,5,21.4,21.93
PICK-2388,test,audited,42,3,148.1,3,90.9,27.83
PICK-2389,test,audited,76,5,817.3,5,81.1,44.81
PICK-2390,test,audited,62,14,763.6,5,51.0,35.7
PICK-2391,test,audited,13,1,645.1,4,35.8,21.48
PICK-2392,test,audited,5,1,313.3,4,21.1,17.55
PICK-2393,test,audited,24,1,114.6,6,84.8,17.31
PICK-2394,test,audited,15,2,618.9,3,40.0,21.82
PICK-2395,test,audited,56,5,125.6,3,32.4,20.34
PICK-2396,test,audited,44,10,686.9,2,34.3,26.9
PICK-2397,test,audited,72,11,553.3,4,91.8,45.17
PICK-2398,test,audited,52,12,194.5,1,56.4,33.01
PICK-2399,test,audited,61,8,358.1,5,85.2,34.76
PICK-2400,test,audited,65,12,404.7,4,64.9,32.15
